Id,SalePrice
1461,130166.26
1462,156025.0
1463,181260.5
1464,181771.8
1465,201471.41
1466,181083.32
1467,164508.6
1468,174746.77
1469,179601.74
1470,122936.0
1471,204050.57
1472,92309.0
1473,94257.0
1474,155679.4
1475,148493.49
1476,389173.6
1477,251833.43
1478,307575.63
1479,227735.81
1480,453297.6
1481,311767.64
1482,209713.95
1483,172919.67
1484,175988.5
1485,171518.84
1486,193642.84
1487,322418.76
1488,243954.63
1489,198833.11
1490,196492.26
1491,188323.11
1492,102322.27
1493,174853.4
1494,295144.68
1495,292662.56
1496,227024.37
1497,194911.01
1498,153349.76
1499,152539.68
1500,149282.12
1501,172459.34
1502,166584.57
1503,288310.13
1504,225770.87
1505,218195.3
1506,188846.53
1507,223019.62
1508,204988.59
1509,165140.73
1510,151890.5
1511,153728.37
1512,174312.5
1513,155985.54
1514,157058.24
1515,179505.17
1516,163763.82
1517,150156.0
1518,130112.78
1519,225247.42
1520,139583.5
1521,147375.5
1522,162135.0
1523,115908.77
1524,125081.26
1525,125535.49
1526,128380.26
1527,104214.26
1528,129184.75
1529,143436.1
1530,163410.5
1531,131906.02
1532,110344.8
1533,145228.33
1534,115125.06
1535,159357.34
1536,120135.89
1537,72462.88
1538,177784.3
1539,233620.9
1540,116324.49
1541,147814.59
1542,143521.34
1543,223306.19
1544,80633.22
1545,109357.0
1546,122450.0
1547,144986.18
1548,136683.27
1549,114021.04
1550,142538.14
1551,122177.25
1552,149688.61
1553,141995.43
1554,110876.89
1555,173515.59
1556,96244.69
1557,130578.61
1558,94938.41
1559,120867.12
1560,154921.63
1561,153837.24
1562,126488.08
1563,125702.33
1564,164998.82
1565,155896.69
1566,216459.78
1567,75914.93
1568,227521.45
1569,146293.62
1570,132846.16
1571,135407.75
1572,148260.25
1573,240071.29
1574,118619.73
1575,215005.55
1576,219314.98
1577,195493.02
1578,146548.95
1579,144251.2
1580,189897.95
1581,139197.5
1582,132054.26
1583,327467.26
1584,235968.11
1585,139440.5
1586,71604.33
1587,105802.31
1588,150335.59
1589,104129.16
1590,130382.33
1591,106420.01
1592,132080.33
1593,117075.71
1594,139392.0
1595,123849.5
1596,234485.57
1597,164060.59
1598,178257.15
1599,210415.64
1600,198180.81
1601,81772.22
1602,116453.66
1603,97145.5
1604,284574.15
1605,246985.69
1606,165224.5
1607,166423.12
1608,210782.39
1609,183211.28
1610,160384.87
1611,148720.87
1612,160976.58
1613,166464.92
1614,123725.5
1615,85829.0
1616,80264.0
1617,87809.0
1618,124671.76
1619,132287.58
1620,141534.99
1621,135199.22
1622,151052.22
1623,291002.39
1624,215825.68
1625,131363.33
1626,168544.37
1627,184818.0
1628,286245.86
1629,175063.7
1630,353531.54
1631,223951.12
1632,250147.58
1633,170580.19
1634,183944.0
1635,178623.75
1636,155506.23
1637,177212.5
1638,214041.05
1639,174230.5
1640,246236.74
1641,177276.32
1642,224743.92
1643,226761.59
1644,227685.93
1645,181281.59
1646,153778.87
1647,164363.8
1648,142506.75
1649,137978.75
1650,120457.59
1651,120521.09
1652,92482.0
1653,97111.0
1654,159279.5
1655,161625.8
1656,154471.0
1657,158022.82
1658,157263.4
1659,151988.02
1660,145742.62
1661,429759.76
1662,397933.1
1663,372361.17
1664,441215.51
1665,317549.78
1666,326183.69
1667,346646.8
1668,330290.77
1669,297543.02
1670,336551.31
1671,265635.02
1672,472291.01
1673,295335.74
1674,250377.65
1675,186716.13
1676,190027.36
1677,208933.21
1678,452668.31
1679,384529.41
1680,320011.86
1681,272371.85
1682,304564.04
1683,190387.21
1684,168351.1
1685,173561.29
1686,167194.05
1687,168221.74
1688,184301.7
1689,188524.83
1690,183104.94
1691,175368.52
1692,268184.9
1693,169713.82
1694,181819.95
1695,170616.3
1696,261708.85
1697,169600.0
1698,346315.95
1699,333035.74
1700,237262.5
1701,255779.8
1702,253475.2
1703,249593.5
1704,293179.49
1705,245055.66
1706,458612.4
1707,219370.45
1708,215764.76
1709,285602.47
1710,224293.62
1711,261587.06
1712,234786.66
1713,248123.27
1714,218143.72
1715,201242.29
1716,173076.6
1717,165139.34
1718,134807.94
1719,202522.63
1720,257718.06
1721,165196.18
1722,122505.55
1723,153901.12
1724,210007.43
1725,227302.97
1726,185791.14
1727,171299.51
1728,187673.01
1729,161431.39
1730,161842.83
1731,122282.54
1732,136842.35
1733,129326.83
1734,132318.88
1735,131633.0
1736,119560.74
1737,375086.75
1738,213627.0
1739,264284.34
1740,191552.5
1741,178561.78
1742,171983.0
1743,174387.0
1744,305032.0
1745,248437.22
1746,290860.29
1747,224396.63
1748,207235.5
1749,162919.16
1750,153344.5
1751,227823.18
1752,125514.0
1753,138263.0
1754,220849.78
1755,170031.64
1756,123934.08
1757,121556.66
1758,149163.38
1759,170848.0
1760,163049.9
1761,155429.48
1762,174225.3
1763,168688.25
1764,121588.58
1765,160349.59
1766,177156.24
1767,202425.72
1768,142646.75
1769,175955.71
1770,142395.75
1771,145764.5
1772,143928.9
1773,148950.59
1774,133466.53
1775,136446.58
1776,121881.75
1777,120255.0
1778,133903.25
1779,119131.68
1780,174872.55
1781,141066.59
1782,98958.08
1783,132176.35
1784,102980.76
1785,116382.29
1786,160449.54
1787,163484.5
1788,62882.81
1789,95832.88
1790,87546.21
1791,176055.08
1792,154364.59
1793,134994.27
1794,140906.43
1795,135513.88
1796,121566.76
1797,113635.73
1798,126893.6
1799,119941.33
1800,133054.25
1801,124920.71
1802,147377.57
1803,149460.04
1804,141841.3
1805,135433.1
1806,115225.42
1807,155772.64
1808,119205.55
1809,129879.63
1810,149181.72
1811,117673.53
1812,119959.7
1813,121003.0
1814,97254.06
1815,60460.64
1816,107118.33
1817,124782.7
1818,138990.72
1819,116280.61
1820,84173.5
1821,120886.8
1822,149825.1
1823,67859.02
1824,138777.06
1825,139514.09
1826,110181.83
1827,107196.1
1828,137576.13
1829,116529.79
1830,152535.81
1831,165928.35
1832,114945.86
1833,149874.0
1834,131449.14
1835,178559.87
1836,127558.32
1837,104112.71
1838,137801.66
1839,85075.11
1840,158363.09
1841,145620.48
1842,88572.04
1843,141861.0
1844,139775.1
1845,140498.32
1846,154875.5
1847,151332.44
1848,66094.08
1849,115959.8
1850,131960.15
1851,159775.68
1852,130878.26
1853,132244.15
1854,174907.01
1855,140048.7
1856,220912.77
1857,161764.66
1858,140479.15
1859,121978.02
1860,152061.51
1861,121133.72
1862,267107.71
1863,264202.37
1864,264202.37
1865,346390.86
1866,325540.0
1867,240450.6
1868,300152.7
1869,193831.22
1870,240560.81
1871,261239.65
1872,170601.62
1873,226846.19
1874,137670.5
1875,210847.94
1876,193930.0
1877,208732.94
1878,208351.02
1879,133039.1
1880,137579.5
1881,233915.66
1882,259692.05
