Id,SalePrice
1461,123587.086
1462,164395.61
1463,196272.19
1464,190375.52
1465,209566.44
1466,165303.6
1467,170473.81
1468,173646.73
1469,191640.5
1470,128667.28
1471,213941.06
1472,96161.67
1473,103020.18
1474,157203.6
1475,135241.0
1476,435651.8
1477,261868.44
1478,317555.66
1479,216896.97
1480,514051.2
1481,323639.2
1482,209125.45
1483,176686.12
1484,177631.28
1485,173694.53
1486,207293.05
1487,378341.72
1488,249359.67
1489,214914.48
1490,232638.1
1491,187248.62
1492,89678.266
1493,208365.97
1494,284021.12
1495,284743.5
1496,260462.19
1497,197694.03
1498,158265.78
1499,152059.62
1500,143385.95
1501,178908.42
1502,171132.11
1503,329114.88
1504,232134.88
1505,215863.64
1506,205094.11
1507,248729.39
1508,209790.34
1509,166362.78
1510,148038.72
1511,149180.97
1512,173294.8
1513,139570.73
1514,189295.78
1515,190663.75
1516,140843.77
1517,141653.6
1518,131384.61
1519,225315.75
1520,134524.78
1521,144622.58
1522,170624.95
1523,108290.54
1524,125425.48
1525,131465.9
1526,121469.2
1527,91580.79
1528,132828.02
1529,158935.45
1530,170416.0
1531,114635.98
1532,111803.15
1533,151295.62
1534,104114.55
1535,163476.34
1536,112557.66
1537,70417.73
1538,178475.95
1539,184183.45
1540,91227.21
1541,154097.89
1542,141748.94
1543,218748.23
1544,73288.58
1545,113376.51
1546,129509.07
1547,143282.06
1548,142720.75
1549,108052.695
1550,148254.53
1551,113079.08
1552,166526.27
1553,158571.48
1554,122493.25
1555,173177.17
1556,88194.78
1557,114170.6
1558,80801.22
1559,79384.086
1560,131085.44
1561,151489.27
1562,130030.914
1563,129685.555
1564,143044.48
1565,169941.69
1566,211594.66
1567,70975.766
1568,241225.83
1569,119855.414
1570,133181.31
1571,130503.56
1572,155717.84
1573,244756.61
1574,114495.5
1575,223680.34
1576,236050.66
1577,183846.06
1578,159408.05
1579,140168.42
1580,187150.6
1581,143000.98
1582,126306.06
1583,333531.94
1584,231101.25
1585,141711.94
1586,66453.805
1587,92609.77
1588,154612.67
1589,94344.79
1590,138459.73
1591,100684.72
1592,131835.05
1593,122149.59
1594,129634.77
1595,119680.914
1596,224594.66
1597,161633.16
1598,211212.73
1599,193740.33
1600,183397.25
1601,69910.1
1602,114917.766
1603,84776.9
1604,277582.7
1605,248282.06
1606,173249.78
1607,144173.39
1608,209311.52
1609,197797.66
1610,155648.69
1611,147235.45
1612,145163.02
1613,167481.05
1614,132884.11
1615,93162.79
1616,79892.99
1617,84790.96
1618,125920.11
1619,118470.15
1620,157993.1
1621,131195.83
1622,145599.72
1623,312287.88
1624,227428.88
1625,127138.43
1626,156871.72
1627,179971.08
1628,273889.88
1629,180083.44
1630,337527.62
1631,221049.4
1632,253113.36
1633,173848.52
1634,183707.69
1635,182814.69
1636,161749.11
1637,180367.64
1638,210321.28
1639,163122.58
1640,220185.19
1641,170258.5
1642,221719.92
1643,222559.6
1644,248588.58
1645,177551.2
1646,143059.58
1647,167190.27
1648,138401.08
1649,137022.12
1650,118237.73
1651,115711.695
1652,91888.45
1653,96594.555
1654,143562.08
1655,175152.64
1656,146626.94
1657,153973.48
1658,146342.78
1659,147424.89
1660,147047.19
1661,452971.44
1662,393783.34
1663,411746.38
1664,514811.6
1665,318674.16
1666,323139.72
1667,378058.5
1668,317975.9
1669,293093.97
1670,323460.34
1671,259146.05
1672,520815.38
1673,290943.6
1674,248190.98
1675,184207.39
1676,189795.8
1677,227059.1
1678,494041.94
1679,383742.22
